datetime,year,month,day,event,importance,actual,actual_num,forecast,forecast_num,previous,previous_num,surprise,surprise_pct
2008-02-01,2008,2,1,U6 Unemployment Rate  (Jan),medium,9.20%,0.092,,,8.80%,0.08800000000000001,,
2008-02-01,2008,2,1,Nonfarm Payrolls  (Jan),high,-22K,-22000.0,,,18K,18000.0,,
2008-02-01,2008,2,1,ADP Nonfarm Employment Change  (Jan),high,42K,42000.0,,,0K,0.0,,
2008-02-01,2008,2,1,Private Nonfarm Payrolls  (Jan),medium,3.00K,3000.0,,,55.00K,55000.0,,
2008-02-01,2008,2,1,Pending Home Sales (MoM)  (Jan),medium,0.00%,0.0,,,-2.40%,-0.024,,
2008-02-01,2008,2,1,New Home Sales (MoM)  (Jan),medium,1.30%,0.013000000000000001,,,-3.40%,-0.034,,
2008-02-01,2008,2,1,ISM Manufacturing PMI  (Jan),high,50.30,50.3,,,49.00,49.0,,
2008-02-01,2008,2,1,Michigan 5-Year Inflation Expectations  (Jan),medium,3.00%,0.03,,,3.10%,0.031,,
2008-02-01,2008,2,1,JOLTS Job Openings  (Jan),high,4.22M,4220000.0,,,4.32M,4320000.0,,
2008-02-01,2008,2,1,ISM Non-Manufacturing PMI  (Jan),high,45.00,45.0,,,52.50,52.5,,
2008-02-01,2008,2,1,ISM Manufacturing Prices  (Jan),high,76.00,76.0,,,68.00,68.0,,
2008-02-01,2008,2,1,ISM Manufacturing Employment  (Jan),medium,47.10,47.1,,,48.60,48.6,,
2008-02-01,2008,2,1,Housing Starts (MoM)  (Jan),medium,4.50%,0.045,,,-13.40%,-0.134,,
2008-02-01,2008,2,1,Existing Home Sales (MoM)  (Jan),medium,-5.40%,-0.054000000000000006,,,-1.10%,-0.011000000000000001,,
2008-02-01,2008,2,1,Michigan Consumer Expectations  (Jan),medium,69.10,69.1,,,65.60,65.6,,
2008-02-14,2008,2,14,Trade Balance,medium,0.0B,0.0,-61.8B,-61800000000.0,-63.1B,-63100000000.0,61800000000.0,100.0
2008-02-20,2008,2,20,Building Permits,medium,1.050M,1050000.0,1.050M,1050000.0,1.070M,1070000.0,0.0,0.0
2008-02-20,2008,2,20,Housing Starts,medium,1.010M,1010000.0,1.010M,1010000.0,1.010M,1010000.0,0.0,0.0
2008-02-21,2008,2,21,Philadelphia Fed Manufacturing Index,high,-24.0,-24.0,-10.0,-10.0,-20.9,-20.9,-14.0,-140.0
2008-02-21,2008,2,21,Initial Jobless Claims,high,349K,349000.0,345K,345000.0,339K,339000.0,4000.0,1.1594202898550725
2008-02-25,2008,2,25,Existing Home Sales,high,4.89M,4890000.0,4.80M,4800000.0,4.89M,4890000.0,90000.0,1.875
2008-02-26,2008,2,26,CB Consumer Confidence,high,75.0,75.0,82.0,82.0,87.9,87.9,-7.0,-8.536585365853659
2008-02-27,2008,2,27,New Home Sales,high,588K,588000.0,600K,600000.0,605K,605000.0,-12000.0,-2.0
2008-02-28,2008,2,28,Initial Jobless Claims,high,373K,373000.0,350K,350000.0,342K,342000.0,23000.0,6.571428571428571
2008-02-29,2008,2,29,Chicago PMI,high,44.5,44.5,49.4,49.4,51.5,51.5,-4.899999999999999,-9.919028340080969
2008-02-29,2008,2,29,Michigan Consumer Sentiment,medium,70.8,70.8,70.0,70.0,69.6,69.6,0.7999999999999972,1.1428571428571388
2008-03-01,2008,3,1,Unemployment Rate  (Feb),high,4.9%,0.049,,,5%,0.05,,
2008-03-01,2008,3,1,U6 Unemployment Rate  (Feb),medium,9.00%,0.09,,,9.20%,0.092,,
2008-03-01,2008,3,1,Private Nonfarm Payrolls  (Feb),medium,-116.00K,-116000.0,,,3.00K,3000.0,,
2008-03-01,2008,3,1,New Home Sales (MoM)  (Feb),medium,-5.40%,-0.054000000000000006,,,1.30%,0.013000000000000001,,
2008-03-01,2008,3,1,Michigan Consumer Expectations  (Feb),medium,59.40,59.4,,,68.10,68.1,,
2008-03-01,2008,3,1,ISM Manufacturing Employment  (Feb),medium,45.80,45.8,,,47.10,47.1,,
2008-03-01,2008,3,1,JOLTS Job Openings  (Feb),high,4.04M,4040000.0,,,4.22M,4220000.0,,
2008-03-01,2008,3,1,Michigan 5-Year Inflation Expectations  (Feb),medium,3.00%,0.03,,,3.00%,0.03,,
2008-03-01,2008,3,1,Housing Starts (MoM)  (Feb),medium,1.80%,0.018000000000000002,,,4.50%,0.045,,
2008-03-01,2008,3,1,Existing Home Sales (MoM)  (Feb),medium,-1.20%,-0.012,,,-5.40%,-0.054000000000000006,,
2008-03-03,2008,3,3,ISM Manufacturing PMI,high,48.3,48.3,48.0,48.0,50.7,50.7,0.29999999999999716,0.624999999999994
2008-03-03,2008,3,3,ISM Manufacturing Prices,high,75.5,75.5,73.0,73.0,76.0,76.0,2.5,3.4246575342465753
2008-03-05,2008,3,5,ADP Nonfarm Employment Change,high,-23K,-23000.0,10K,10000.0,126K,126000.0,-33000.0,-330.0
2008-03-05,2008,3,5,Nonfarm Productivity (QoQ),medium,1.9%,0.019,1.8%,0.018000000000000002,1.8%,0.018000000000000002,0.0009999999999999974,5.55555555555554
2008-03-05,2008,3,5,Unit Labor Costs (QoQ),medium,2.6%,0.026000000000000002,2.1%,0.021,2.1%,0.021,0.005000000000000001,23.809523809523814
2008-03-05,2008,3,5,ISM Non-Manufacturing PMI,high,49.3,49.3,47.6,47.6,44.6,44.6,1.6999999999999957,3.5714285714285623
2008-03-06,2008,3,6,Initial Jobless Claims,high,351K,351000.0,363K,363000.0,373K,373000.0,-12000.0,-3.3057851239669422
2008-03-06,2008,3,6,Pending Home Sales (MoM),medium,0.0%,0.0,-1.0%,-0.01,-1.5%,-0.015,0.01,100.0
2008-03-07,2008,3,7,Nonfarm Payrolls,high,-63K,-63000.0,25K,25000.0,-17K,-17000.0,-88000.0,-352.0
2008-03-11,2008,3,11,Trade Balance,medium,-58.2B,-58200000000.0,-59.5B,-59500000000.0,-58.8B,-58800000000.0,1300000000.0,2.1848739495798317
2008-03-13,2008,3,13,Initial Jobless Claims,high,353K,353000.0,355K,355000.0,351K,351000.0,-2000.0,-0.5633802816901409
2008-03-14,2008,3,14,Michigan Consumer Sentiment,medium,70.5,70.5,69.0,69.0,70.8,70.8,1.5,2.1739130434782608
2008-03-17,2008,3,17,Current Account,medium,-173.0B,-173000000000.0,-184.0B,-184000000000.0,-179.0B,-179000000000.0,11000000000.0,5.978260869565218
2008-03-17,2008,3,17,NY Empire State Manufacturing Index,medium,-22.2,-22.2,-7.5,-7.5,-11.7,-11.7,-14.7,-196.0
2008-03-18,2008,3,18,Building Permits,medium,0.980M,980000.0,1.050M,1050000.0,1.060M,1060000.0,-70000.0,-6.666666666666667
2008-03-18,2008,3,18,Housing Starts,medium,1.070M,1070000.0,1.000M,1000000.0,1.010M,1010000.0,70000.0,7.000000000000001
2008-03-20,2008,3,20,Initial Jobless Claims,high,378K,378000.0,360K,360000.0,353K,353000.0,18000.0,5.0
2008-03-20,2008,3,20,Philadelphia Fed Manufacturing Index,high,-17.0,-17.0,-19.0,-19.0,-24.0,-24.0,2.0,10.526315789473683
2008-03-24,2008,3,24,Existing Home Sales,high,5.03M,5030000.0,4.85M,4850000.0,4.89M,4890000.0,180000.0,3.711340206185567
2008-03-25,2008,3,25,CB Consumer Confidence,high,64.5,64.5,73.5,73.5,75.0,75.0,-9.0,-12.244897959183673
2008-03-26,2008,3,26,New Home Sales,high,590K,590000.0,578K,578000.0,588K,588000.0,12000.0,2.0761245674740483
2008-03-27,2008,3,27,Initial Jobless Claims,high,366K,366000.0,370K,370000.0,378K,378000.0,-4000.0,-1.0810810810810811
2008-03-28,2008,3,28,Michigan Consumer Sentiment,medium,69.5,69.5,70.0,70.0,70.5,70.5,-0.5,-0.7142857142857143
2008-03-31,2008,3,31,Chicago PMI,high,48.2,48.2,46.0,46.0,44.5,44.5,2.200000000000003,4.78260869565218
2008-04-01,2008,4,1,Existing Home Sales (MoM)  (Mar),medium,1.00%,0.01,,,-1.20%,-0.012,,
2008-04-01,2008,4,1,Housing Starts (MoM)  (Mar),medium,-8.90%,-0.08900000000000001,,,1.80%,0.018000000000000002,,
2008-04-01,2008,4,1,ISM Manufacturing Employment  (Mar),medium,48.20,48.2,,,45.80,45.8,,
2008-04-01,2008,4,1,JOLTS Job Openings  (Mar),high,4.01M,4010000.0,,,4.04M,4040000.0,,
2008-04-01,2008,4,1,Michigan 5-Year Inflation Expectations  (Mar),medium,2.90%,0.028999999999999998,,,3.00%,0.03,,
2008-04-01,2008,4,1,Michigan Consumer Expectations  (Mar),medium,61.40,61.4,,,62.40,62.4,,
2008-04-01,2008,4,1,New Home Sales (MoM)  (Mar),medium,-9.80%,-0.098,,,-5.40%,-0.054000000000000006,,
2008-04-01,2008,4,1,Private Nonfarm Payrolls  (Mar),medium,-105.00K,-105000.0,,,-116.00K,-116000.0,,
2008-04-01,2008,4,1,U6 Unemployment Rate  (Mar),medium,9.10%,0.091,,,9.00%,0.09,,
2008-04-01,2008,4,1,Unemployment Rate  (Mar),high,5.1%,0.051,,,4.9%,0.049,,
2008-04-01,2008,4,1,ISM Manufacturing PMI,high,48.6,48.6,47.5,47.5,48.3,48.3,1.1000000000000014,2.3157894736842133
2008-04-01,2008,4,1,ISM Manufacturing Prices,high,83.5,83.5,75.1,75.1,75.5,75.5,8.400000000000006,11.18508655126499
2008-04-02,2008,4,2,ADP Nonfarm Employment Change,high,8K,8000.0,-40K,-40000.0,-23K,-23000.0,48000.0,120.0
2008-04-03,2008,4,3,Initial Jobless Claims,high,407K,407000.0,366K,366000.0,366K,366000.0,41000.0,11.202185792349727
2008-04-03,2008,4,3,ISM Non-Manufacturing PMI,high,49.6,49.6,48.5,48.5,49.3,49.3,1.1000000000000014,2.268041237113405
2008-04-04,2008,4,4,Nonfarm Payrolls,high,-80K,-80000.0,-50K,-50000.0,-63K,-63000.0,-30000.0,-60.0
2008-04-08,2008,4,8,Pending Home Sales (MoM),medium,-1.9%,-0.019,-0.8%,-0.008,0.0%,0.0,-0.011,-137.5
2008-04-10,2008,4,10,Initial Jobless Claims,high,357K,357000.0,365K,365000.0,407K,407000.0,-8000.0,-2.191780821917808
2008-04-10,2008,4,10,Trade Balance,medium,-62.3B,-62300000000.0,-57.7B,-57700000000.0,-58.2B,-58200000000.0,-4600000000.0,-7.9722703639514725
2008-04-11,2008,4,11,Michigan Consumer Sentiment,medium,63.2,63.2,69.0,69.0,69.5,69.5,-5.799999999999997,-8.40579710144927
2008-04-15,2008,4,15,NY Empire State Manufacturing Index,medium,0.6,0.6,-17.0,-17.0,-22.2,-22.2,17.6,103.5294117647059
2008-04-16,2008,4,16,Building Permits,medium,0.930M,930000.0,0.970M,970000.0,0.980M,980000.0,-40000.0,-4.123711340206185
2008-04-16,2008,4,16,Housing Starts,medium,0.950M,950000.0,1.010M,1010000.0,1.070M,1070000.0,-60000.0,-5.9405940594059405
2008-04-17,2008,4,17,Initial Jobless Claims,high,372K,372000.0,375K,375000.0,357K,357000.0,-3000.0,-0.8
2008-04-17,2008,4,17,Philadelphia Fed Manufacturing Index,high,-24.9,-24.9,-15.0,-15.0,-17.4,-17.4,-9.899999999999999,-65.99999999999999
2008-04-22,2008,4,22,Existing Home Sales,high,4.93M,4930000.0,4.90M,4900000.0,5.03M,5030000.0,30000.0,0.6122448979591837
2008-04-24,2008,4,24,New Home Sales,high,526K,526000.0,580K,580000.0,590K,590000.0,-54000.0,-9.310344827586208
2008-04-24,2008,4,24,Initial Jobless Claims,high,342K,342000.0,375K,375000.0,372K,372000.0,-33000.0,-8.799999999999999
2008-04-25,2008,4,25,Michigan Consumer Sentiment,medium,62.6,62.6,63.3,63.3,63.2,63.2,-0.6999999999999957,-1.105845181674559
2008-04-29,2008,4,29,CB Consumer Confidence,high,62.3,62.3,61.5,61.5,64.5,64.5,0.7999999999999972,1.3008130081300766
2008-04-30,2008,4,30,ADP Nonfarm Employment Change,high,10K,10000.0,-60K,-60000.0,8K,8000.0,70000.0,116.66666666666667
2008-04-30,2008,4,30,Chicago PMI,high,48.3,48.3,47.5,47.5,48.2,48.2,0.7999999999999972,1.6842105263157836
2008-05-01,2008,5,1,ISM Manufacturing Prices,high,84.5,84.5,83.5,83.5,83.5,83.5,1.0,1.1976047904191618
2008-05-01,2008,5,1,ISM Manufacturing PMI,high,48.6,48.6,48.0,48.0,48.6,48.6,0.6000000000000014,1.250000000000003
2008-05-01,2008,5,1,Unemployment Rate  (Apr),high,5%,0.05,,,5.1%,0.051,,
2008-05-01,2008,5,1,Initial Jobless Claims,high,380K,380000.0,363K,363000.0,342K,342000.0,17000.0,4.683195592286501
2008-05-01,2008,5,1,Private Nonfarm Payrolls  (Apr),medium,-220.00K,-220000.0,,,-105.00K,-105000.0,,
2008-05-01,2008,5,1,New Home Sales (MoM)  (Apr),medium,0.20%,0.002,,,-9.80%,-0.098,,
2008-05-01,2008,5,1,U6 Unemployment Rate  (Apr),medium,9.20%,0.092,,,9.10%,0.091,,
2008-05-01,2008,5,1,Michigan 5-Year Inflation Expectations  (Apr),medium,3.20%,0.032,,,2.90%,0.028999999999999998,,
2008-05-01,2008,5,1,JOLTS Job Openings  (Apr),high,3.85M,3850000.0,,,4.01M,4010000.0,,
2008-05-01,2008,5,1,ISM Manufacturing Employment  (Apr),medium,46.60,46.6,,,48.20,48.2,,
2008-05-01,2008,5,1,Housing Starts (MoM)  (Apr),medium,0.80%,0.008,,,-8.90%,-0.08900000000000001,,
2008-05-01,2008,5,1,Existing Home Sales (MoM)  (Apr),medium,-1.20%,-0.012,,,1.00%,0.01,,
2008-05-01,2008,5,1,Michigan Consumer Expectations  (Apr),medium,53.40,53.4,,,60.10,60.1,,
2008-05-02,2008,5,2,Nonfarm Payrolls,high,-20K,-20000.0,-80K,-80000.0,-80K,-80000.0,60000.0,75.0
2008-05-05,2008,5,5,ISM Non-Manufacturing PMI,high,52.0,52.0,49.1,49.1,49.6,49.6,2.8999999999999986,5.906313645621178
2008-05-07,2008,5,7,Pending Home Sales (MoM),medium,-1.0%,-0.01,-1.0%,-0.01,-1.9%,-0.019,0.0,0.0
2008-05-07,2008,5,7,Nonfarm Productivity (QoQ),medium,2.2%,0.022000000000000002,1.5%,0.015,1.9%,0.019,0.007000000000000003,46.666666666666686
2008-05-07,2008,5,7,Unit Labor Costs (QoQ),medium,2.2%,0.022000000000000002,2.6%,0.026000000000000002,2.6%,0.026000000000000002,-0.004,-15.384615384615383
2008-05-08,2008,5,8,Initial Jobless Claims,high,365K,365000.0,370K,370000.0,380K,380000.0,-5000.0,-1.3513513513513513
2008-05-09,2008,5,9,Trade Balance,medium,-58.2B,-58200000000.0,-61.4B,-61400000000.0,-62.3B,-62300000000.0,3200000000.0,5.211726384364821
2008-05-15,2008,5,15,Philadelphia Fed Manufacturing Index,high,-15.6,-15.6,-19.0,-19.0,-24.9,-24.9,3.4000000000000004,17.894736842105267
2008-05-15,2008,5,15,Initial Jobless Claims,high,371K,371000.0,370K,370000.0,365K,365000.0,1000.0,0.2702702702702703
2008-05-15,2008,5,15,NY Empire State Manufacturing Index,medium,-3.2,-3.2,0.1,0.1,0.6,0.6,-3.3000000000000003,-3300.0
2008-05-16,2008,5,16,Michigan Consumer Sentiment,medium,59.5,59.5,62.0,62.0,62.6,62.6,-2.5,-4.032258064516129
2008-05-16,2008,5,16,Building Permits,medium,0.980M,980000.0,0.920M,920000.0,0.930M,930000.0,60000.0,6.521739130434782
2008-05-16,2008,5,16,Housing Starts,medium,1.030M,1030000.0,0.940M,940000.0,0.950M,950000.0,90000.0,9.574468085106384
2008-05-22,2008,5,22,Initial Jobless Claims,high,365K,365000.0,373K,373000.0,371K,371000.0,-8000.0,-2.1447721179624666
2008-05-23,2008,5,23,Existing Home Sales,high,4.89M,4890000.0,4.86M,4860000.0,4.93M,4930000.0,30000.0,0.6172839506172839
2008-05-27,2008,5,27,CB Consumer Confidence,high,52.7,52.7,60.0,60.0,62.3,62.3,-7.299999999999997,-12.166666666666663
2008-05-27,2008,5,27,New Home Sales,high,526K,526000.0,522K,522000.0,562K,562000.0,4000.0,0.7662835249042145
2008-05-29,2008,5,29,Initial Jobless Claims,high,372K,372000.0,370K,370000.0,365K,365000.0,2000.0,0.5405405405405406
2008-05-30,2008,5,30,Chicago PMI,high,49.1,49.1,48.5,48.5,48.3,48.3,0.6000000000000014,1.2371134020618586
2008-06-01,2008,6,1,Michigan 5-Year Inflation Expectations  (May),medium,3.40%,0.034,,,3.20%,0.032,,
2008-06-01,2008,6,1,Unemployment Rate  (May),high,5.5%,0.055,,,5.0%,0.05,,
2008-06-01,2008,6,1,U6 Unemployment Rate  (May),medium,9.70%,0.09699999999999999,,,9.20%,0.092,,
2008-06-01,2008,6,1,Private Nonfarm Payrolls  (May),medium,-216.00K,-216000.0,,,-220.00K,-220000.0,,
2008-06-01,2008,6,1,New Home Sales (MoM)  (May),medium,-6.00%,-0.06,,,0.20%,0.002,,
2008-06-01,2008,6,1,ISM Manufacturing Employment  (May),medium,46.10,46.1,,,46.60,46.6,,
2008-06-01,2008,6,1,JOLTS Job Openings  (May),high,4.00M,4000000.0,,,3.85M,3850000.0,,
2008-06-01,2008,6,1,Housing Starts (MoM)  (May),medium,-3.90%,-0.039,,,0.80%,0.008,,
2008-06-01,2008,6,1,Existing Home Sales (MoM)  (May),medium,0.70%,0.006999999999999999,,,-1.20%,-0.012,,
2008-06-01,2008,6,1,Michigan Consumer Expectations  (May),medium,51.70,51.7,,,53.30,53.3,,
2008-06-02,2008,6,2,ISM Manufacturing Prices,high,87.0,87.0,85.0,85.0,84.5,84.5,2.0,2.3529411764705883
2008-06-02,2008,6,2,ISM Manufacturing PMI,high,49.6,49.6,48.6,48.6,48.6,48.6,1.0,2.05761316872428
2008-06-04,2008,6,4,Unit Labor Costs (QoQ),medium,2.2%,0.022000000000000002,2.0%,0.02,2.2%,0.022000000000000002,0.0020000000000000018,10.000000000000009
2008-06-04,2008,6,4,ISM Non-Manufacturing PMI,high,51.7,51.7,51.0,51.0,52.0,52.0,0.7000000000000028,1.3725490196078487
2008-06-04,2008,6,4,ADP Nonfarm Employment Change,high,40K,40000.0,-30K,-30000.0,13K,13000.0,70000.0,233.33333333333334
2008-06-04,2008,6,4,Nonfarm Productivity (QoQ),medium,2.6%,0.026000000000000002,2.5%,0.025,2.2%,0.022000000000000002,0.0010000000000000009,4.0000000000000036
2008-06-05,2008,6,5,Initial Jobless Claims,high,357K,357000.0,374K,374000.0,372K,372000.0,-17000.0,-4.545454545454546
2008-06-06,2008,6,6,Nonfarm Payrolls,high,-49K,-49000.0,-57K,-57000.0,-20K,-20000.0,8000.0,14.035087719298245
2008-06-09,2008,6,9,Pending Home Sales (MoM),medium,6.3%,0.063,-0.5%,-0.005,-1.0%,-0.01,0.068,1360.0000000000002
2008-06-10,2008,6,10,Trade Balance,medium,-60.9B,-60900000000.0,-59.5B,-59500000000.0,-58.2B,-58200000000.0,-1400000000.0,-2.3529411764705883
2008-06-12,2008,6,12,Initial Jobless Claims,high,384K,384000.0,370K,370000.0,357K,357000.0,14000.0,3.783783783783784
2008-06-13,2008,6,13,Michigan Consumer Sentiment,medium,56.7,56.7,59.5,59.5,59.8,59.8,-2.799999999999997,-4.705882352941171
2008-06-16,2008,6,16,NY Empire State Manufacturing Index,medium,-8.6,-8.6,-1.5,-1.5,-3.2,-3.2,-7.1,-473.3333333333333
2008-06-17,2008,6,17,Building Permits,medium,0.970M,970000.0,0.960M,960000.0,0.980M,980000.0,10000.0,1.0416666666666665
2008-06-17,2008,6,17,Current Account,medium,-176.0B,-176000000000.0,,,-173.0B,-173000000000.0,,
2008-06-17,2008,6,17,Housing Starts,medium,0.980M,980000.0,0.990M,990000.0,1.030M,1030000.0,-10000.0,-1.0101010101010102
2008-06-19,2008,6,19,Initial Jobless Claims,high,381K,381000.0,375K,375000.0,384K,384000.0,6000.0,1.6
2008-06-19,2008,6,19,Philadelphia Fed Manufacturing Index,high,-17.1,-17.1,-10.0,-10.0,-15.6,-15.6,-7.100000000000001,-71.00000000000001
2008-06-24,2008,6,24,CB Consumer Confidence,high,50.4,50.4,56.4,56.4,57.2,57.2,-6.0,-10.638297872340425
2008-06-25,2008,6,25,New Home Sales,high,512K,512000.0,515K,515000.0,526K,526000.0,-3000.0,-0.5825242718446602
2008-06-26,2008,6,26,Existing Home Sales,high,4.99M,4990000.0,4.96M,4960000.0,4.89M,4890000.0,30000.0,0.6048387096774194
2008-06-26,2008,6,26,Initial Jobless Claims,high,384K,384000.0,375K,375000.0,381K,381000.0,9000.0,2.4
2008-06-27,2008,6,27,Michigan Consumer Sentiment,medium,56.4,56.4,56.8,56.8,56.7,56.7,-0.3999999999999986,-0.7042253521126736
2008-06-30,2008,6,30,Chicago PMI,high,49.6,49.6,48.2,48.2,49.1,49.1,1.3999999999999986,2.904564315352694
2008-07-01,2008,7,1,ISM Manufacturing Prices,high,91.5,91.5,87.1,87.1,87.0,87.0,4.400000000000006,5.051664753157297
2008-07-01,2008,7,1,ISM Manufacturing PMI,high,50.2,50.2,48.6,48.6,49.6,49.6,1.6000000000000014,3.292181069958851
2008-07-01,2008,7,1,U6 Unemployment Rate  (Jun),medium,10.10%,0.10099999999999999,,,9.70%,0.09699999999999999,,
2008-07-01,2008,7,1,Private Nonfarm Payrolls  (Jun),medium,-206.00K,-206000.0,,,-216.00K,-216000.0,,
2008-07-01,2008,7,1,New Home Sales (MoM)  (Jun),medium,-3.40%,-0.034,,,-6.00%,-0.06,,
2008-07-01,2008,7,1,Existing Home Sales (MoM)  (Jun),medium,-1.20%,-0.012,,,0.70%,0.006999999999999999,,
2008-07-01,2008,7,1,Michigan 5-Year Inflation Expectations  (Jun),medium,3.40%,0.034,,,3.40%,0.034,,
2008-07-01,2008,7,1,JOLTS Job Openings  (Jun),high,3.67M,3670000.0,,,4.00M,4000000.0,,
2008-07-01,2008,7,1,ISM Manufacturing Employment  (Jun),medium,44.80,44.8,,,46.10,46.1,,
2008-07-01,2008,7,1,Housing Starts (MoM)  (Jun),medium,7.50%,0.075,,,-3.90%,-0.039,,
2008-07-01,2008,7,1,Michigan Consumer Expectations  (Jun),medium,49.00,49.0,,,51.10,51.1,,
2008-07-02,2008,7,2,ADP Nonfarm Employment Change,high,-79K,-79000.0,-20K,-20000.0,40K,40000.0,-59000.0,-295.0
2008-07-03,2008,7,3,ISM Non-Manufacturing PMI,high,48.2,48.2,51.1,51.1,51.7,51.7,-2.8999999999999986,-5.675146771037179
2008-07-03,2008,7,3,Unemployment Rate  (Jun),high,5.5%,0.055,,,5.5%,0.055,,
2008-07-03,2008,7,3,Initial Jobless Claims,high,404K,404000.0,384K,384000.0,384K,384000.0,20000.0,5.208333333333334
2008-07-03,2008,7,3,Nonfarm Payrolls,high,-62K,-62000.0,-60K,-60000.0,-49K,-49000.0,-2000.0,-3.3333333333333335
2008-07-08,2008,7,8,Pending Home Sales (MoM),medium,-4.7%,-0.047,-2.4%,-0.024,6.3%,0.063,-0.023,-95.83333333333333
2008-07-10,2008,7,10,Initial Jobless Claims,high,346K,346000.0,397K,397000.0,404K,404000.0,-51000.0,-12.846347607052897
2008-07-11,2008,7,11,Trade Balance,medium,-59.8B,-59800000000.0,-62.5B,-62500000000.0,-60.9B,-60900000000.0,2700000000.0,4.32
2008-07-11,2008,7,11,Michigan Consumer Sentiment,medium,56.6,56.6,55.8,55.8,56.4,56.4,0.8000000000000043,1.433691756272409
2008-07-15,2008,7,15,NY Empire State Manufacturing Index,medium,-4.9,-4.9,-7.7,-7.7,-8.7,-8.7,2.8,36.36363636363636
2008-07-17,2008,7,17,Philadelphia Fed Manufacturing Index,high,-16.3,-16.3,-15.0,-15.0,-17.1,-17.1,-1.3000000000000007,-8.666666666666671
2008-07-17,2008,7,17,Building Permits,medium,1.090M,1090000.0,0.960M,960000.0,0.980M,980000.0,130000.0,13.541666666666666
2008-07-17,2008,7,17,Housing Starts,medium,1.070M,1070000.0,0.960M,960000.0,0.980M,980000.0,110000.0,11.458333333333332
2008-07-17,2008,7,17,Initial Jobless Claims,high,366K,366000.0,380K,380000.0,346K,346000.0,-14000.0,-3.684210526315789
2008-07-24,2008,7,24,Existing Home Sales,high,4.86M,4860000.0,4.93M,4930000.0,4.99M,4990000.0,-70000.0,-1.4198782961460445
2008-07-24,2008,7,24,Initial Jobless Claims,high,406K,406000.0,379K,379000.0,366K,366000.0,27000.0,7.12401055408971
